state,elctn_d,jrsdct_,cnty_nm,prcnct_,mncplty,name,address,In_Ohio,moved_or_closed,GEOID,pop_change,bg_pct_nonwhite,bg_population,Total,county_name
OH,2012-11-06,county,ADAMS,01-AAO,PEEBLES,MINERAL SPRINGS TOWNSHIP BLDG,"33 PEACH MOUNTAIN LANE, PEEBLES, OH, 45660",1,1,390017701004,0.8442307692307692,0.09111617312072896,878,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAR,MANCHESTER,MONROE TOWNSHIP BLDG,"2416 SR 247, MANCHESTER, OH, 45144",1,0,390017706001,1.233387358184765,0.08015768725361372,761,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAS,WEST UNION,OLIVER TWP FIRE STATION,"4613 UNITY RD, WEST UNION, OH, 45693",1,0,390017703002,1.0767463235294117,0,2343,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAT,SEAMAN,SEAMAN PCT/ FIRE STATION,"6493 TRI-COUNTY RD, SEAMAN, OH, 45679",1,0,390017702003,1.0662393162393162,0.02204408817635272,998,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAU,SEAMAN,SEAMAN COMMUNITY BLDG,"17806 SR 247, SEAMAN, OH, 45679",1,0,390017702003,1.0662393162393162,0.02204408817635272,998,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAW,BENTONVILLE,BENTONVILLE TOWNSHIP BLDG,"315 POPLAR FLAT RD, BENTONVILLE, OH, 45105",1,0,390017704004,0.8480392156862745,0.0057803468208093,1557,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAX,MANCHESTER,BRADYVILLE TOWNSHIP BLDG,"ENON CHURCH, 1561 SR 41 (IN BRADYVILLE), MANCHESTER, OH, 45144",1,1,390017706002,1.0512405609492987,0.03283735248845565,1949,4357,Adams County
OH,2012-11-06,county,ADAMS,01-AAY,WEST UNION,ADAMS CO FAIRGROUNDS (TIFFIN EAST),"836 BOYD AVE, WEST UNION, OH, 45693",1,0,390017704002,0.9896755162241888,0,1342,4357,Adams County
OH,2012-11-06,county,ADAMS,01-ABE,CHERRY FORK,WAYNE TWP FIREHOUSE (C FORK VILLAGE),"14815 SR 136, CHERRY FORK, OH, 45618",1,0,390017703003,0.9050632911392406,0,1573,4357,Adams County
OH,2012-11-06,county,ADAMS,01-ABG,WINCHESTER,WINCHESTER GYMNASIUM (WINCHESTER TWP),"1551 TRI-COUNTY RD, WINCHESTER, OH, 45697",1,1,390017702004,1.1465364120781527,0.079783113865220745,1291,4357,Adams County
OH,2012-11-06,county,ALLEN,02-AAA,Delphos,01 Delphos United Methodist Church,"211 E. Third Street, Delphos, OH, 45833",1,0,390030139001,0.9227053140096618,0.00261780104712039,764,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAE,Delphos,02 Delphos Senior Citizens Center,"301 Suthoff, Delphos, OH, 45833",1,0,390030139001,0.9227053140096618,0.00261780104712039,764,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAH,Lima,03 St Gerards School,"1311 N. Main Street, Lima, OH, 45801",1,0,390030124001,1.1666666666666667,0.3039309683604986,1043,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAJ,Lima,04 North Middle School,"1135 N. West Street, Lima, OH, 45801",1,0,390030112001,1.0513149454778705,0.4954240390482001,1639,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAO,Lima,06 Zion Lutheran Church,"1300 Edgewood Drive, Lima, OH, 45805",1,0,390030110002,0.9169516365412799,0.31859350026638256,1877,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAW,Lima,07 Second Baptist Church,"520 W. Spring Street, Lima, OH, 45801",1,0,390030141003,0.8307254623044097,0.5650684931506849,584,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAX,Lima,08 St Lukes Lutheran Church,"209 W. North Street, Lima, OH, 45801",1,0,390030141002,0.8005540166204986,0.4723183391003461,578,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AAY,Lima,09 Lima Senior High School,"1 Spartan Way, Lima, OH, 45801",1,0,390030141001,1.2913385826771653,0.3085365853658537,820,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABE,Lima,10 St. Charles School,"2175 W. Elm Street, Lima, OH, 45805",1,1,390030131002,1.0797250859106529,0.27116486314449395,1571,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABF,Lima,11 Bradfield Center,"550 S Collett, Lima, OH, 45805",1,0,390030133002,1.1444291609353507,0.4278846153846154,832,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABH,Lima,12 L.C.C. High School,"720 S. Cable Road, Lima, OH, 45805",1,0,390030109003,0.983342289091886,0.24972677595628412,1830,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABP,Lima,13 Freedom Elementary School,"575 S. Calumet, Lima, OH, 45804",1,0,390030127001,0.7605633802816901,0.4002849002849002,702,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABQ,Lima,14 Unity Elementary School,"925 E. 3rd Street, Lima, OH, 45804",1,0,390030137001,0.9391947411668036,0.6526684164479439,1143,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABX,Lima,15 Lima Towers,"790 S. Main Street, Lima, OH, 45804",1,0,390030134001,1.1467025572005383,0.4906103286384976,852,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ABZ,Lima,16 Phillippian Miss. Baptist Church,"190 E. 8th Street, Lima, OH, 45804",1,0,390030138002,1.8213399503722085,0.5599455040871935,734,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ACD,Lima,17 West Middle School,"503 N. Cable Road, Lima, OH, 45805",1,0,390030109002,0.9559099437148217,0.17664376840039253,1019,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ACE,Lima,18 Heritage Elementary School,"816 College Avenue, Lima, OH, 45805",1,0,390030130002,0.8101571946795647,0.21343283582089556,670,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ACT,Spencerville,19 Amanda Township House,"690 S. Conant Road, Spencerville, OH, 45887",1,0,390030106002,0.8217957505140507,0.03753127606338613,1199,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ACW,Elida,21 American Township House,"102 Pioneer Road, Elida, OH, 45807",1,0,390030103001,0.8765432098765432,0.01056338028169012,852,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADA,Lima,22 Appleseed Ridge Girl Scout Office,"1870 W. Robb Avenue, Lima, OH, 45805",1,0,390030110003,0.9319148936170213,0.410958904109589,1095,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADB,Lima,23 Sherwood Park Community Club,"1680 Victoria Lane, Lima, OH, 45805",1,0,390030109001,0.9186626746506986,0.09831613253666482,1841,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADC,Lima,24 New Hope Christian Center,"2240 Baty Road, Lima, OH, 45805",1,0,390030108004,1.1057494866529773,0,1077,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADF,Lima,25 Senior Citizens Center,"3400 W. Elm Street, Lima, OH, 45805",1,0,390030108005,1.0045085662759243,0.00897666068222624,1114,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADQ,Elida,20 Elida Immanual United Methodist Churc,"699 Sunnydale, Elida, OH, 45807",1,0,390030108001,0.9445196211096076,0.0759312320916905,1396,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADT,Harrod,26 Allen East Community Center,"9520 Harrod Road, Harrod, OH, 45850",1,0,390030115002,0.8383937316356513,0.04556074766355145,856,3250,Allen County
OH,2012-11-06,county,ALLEN,02-ADZ,Lima,27 Bath High School,"2850 Bible Road, Lima, OH, 45801",1,0,390030113002,1.0672268907563025,0.09370078740157484,2540,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEA,Lima,28 Bath Township House,"2880 Ada Road, Lima, OH, 45801",1,0,390030113002,1.0672268907563025,0.09370078740157484,2540,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEE,Lima,29 Allen County Fairgrounds Youth Buildi,"2750 Harding Hwy., Lima, OH, 45804",1,0,390030116001,0.825711820534944,0.09613375130616508,957,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEG,Lima,30 Forest Park United Methodist Church,"315 S. Collins, Lima, OH, 45804",1,0,390030126002,0.8850574712643678,0.2317682317682318,1001,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEN,Lafayette,31 Jackson Township House,"225 E. Sugar Street, Lafayette, OH, 45854",1,0,390030114002,0.9913366336633663,0.01622971285892638,1602,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AES,Delphos,32 Marion Township House,"5405 Kiggins Road, Delphos, OH, 45833",1,0,390030139003,1.1316434995911693,0.01734104046242779,1384,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEW,Cairo,33 Cairo Fire Department,"101 W. Main Street, Cairo, OH, 45820",1,0,390030102001,1.1449864498644986,0.008284023668639,845,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEX,Columbus Grove,34 Monroe Township House,"8500 Slabtown Road, Columbus Grove, OH, 45830",1,0,390030102003,1.0245454545454546,0.00709849157054121,1127,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AEZ,Lima,35 Perry Township House,"2408 E. Breese Road, Lima, OH, 45806",1,0,390030116002,1.1838235294117647,0,805,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFE,Beaverdam,36 Beaverdam Fire Department,"201 W. Main Street, Beaverdam, OH, 45808",1,0,390030102004,0.9435545385202135,0.00808407437348424,1237,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFF,Bluffton,38 Emmanuel United Church of Christ,"8375 N. Phillips Road, Bluffton, OH, 45817",1,0,390030102004,0.9435545385202135,0.00808407437348424,1237,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFI,Bluffton,37 Bluffton Elementary School,"102 N. Jackson, Bluffton, OH, 45817",1,1,390030101001,1.1421319796954315,0.04666666666666663,1800,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFO,Lima,41 Gardendale Church of God,"4130 Spencerville Road, Lima, OH, 45805",1,0,390030120001,1.0840816326530611,0.05722891566265065,1328,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFQ,Lima,42 Faith Christian Church,"2223 Shawnee Road, Lima, OH, 45805",1,0,390030118001,1.0736040609137056,0.09456264775413714,1269,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFS,Lima,43 Shawnee United Methodist Church,"2600 Zurmehly Road, Lima, OH, 45806",1,0,390030120002,1.1395856052344602,0.05645933014354065,1045,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFU,Lima,44 Shawnee High School,"3333 Zurmehly Road, Lima, OH, 45806",1,0,390030121001,1.1433463796477494,0.11895592640136932,2337,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AFV,Lima,45 St Matthews Lutheran Church,"5050 St. Matthews Drive, Lima, OH, 45806",1,0,390030121001,1.1433463796477494,0.11895592640136932,2337,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AGB,Lima,39 Apollo J.V.S.,"3325 Shawnee Road, Lima, OH, 45805",1,1,390030119003,0.8859649122807017,0.16921692169216918,1111,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AGD,Lima,40 Ft. Shawnee Admin Building,"2050 W. Breese Road, Lima, OH, 45806",1,1,390030119003,0.8859649122807017,0.16921692169216918,1111,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AGI,Spencerville,46 Spencerville School Admin Bldg.,"600 School Street, Spencerville, OH, 45887",1,0,390030106004,0.8700331125827815,0.02378686964795429,1051,3250,Allen County
OH,2012-11-06,county,ALLEN,02-AGN,Gomer,47 Sugarcreek Township House,"4130 W. Lincoln Hwy., Gomer, OH, 45809",1,0,390030103002,1.0718654434250765,0.0884450784593438,701,3250,Allen County
OH,2012-11-06,county,ASHLAND,03-P-AAA,ASHLAND,MOZELLE HALL,"2042 CLAREMONT AVE, ASHLAND, OH, 44805",1,0,390059706004,1.0096096096096097,0.04937537180249851,1681,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-AAG,ASHLAND,PEACE LUTHERAN CHURCH,"1360 SMITH RD, ASHLAND, OH, 44805",1,0,390059706002,0.9164208456243854,0.04613733905579398,932,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-AAQ,ASHLAND,SALVATION ARMY KROC CENTER,"527 E LIBERTY ST, ASHLAND, OH, 44805",1,0,390059708002,0.9871611982881597,0.0274566473988439,692,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-AAS,ASHLAND,EAGLES CLUB,"400 EASTLAKE DR, ASHLAND, OH, 44805",1,0,390059704001,1.0472263868065967,0.08732999284180387,1397,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABG,GREENWIC,BETHEL BAPTIST CHURCH,"575 N US 250, GREENWIC, OH, 44837",1,0,390059702002,0.8742709008425146,0.00593031875463301,1349,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABH,ASHLAND,BAILEY LAKES TOWN HALL,"822 MAIN ST, ASHLAND, OH, 44805",1,0,390059703003,0.9611650485436893,0.021324354657688,891,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABI,PERRYSVILLE,PERRYSVILLE COMMUNITY CENTER,"N BRIDGE & W 1ST STS, PERRYSVILLE, OH, 44864",1,1,390059710004,0.9906937394247038,0.01622544833475658,1171,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABJ,LOUDONVILLE,LOUDONVILLE HIGH SCHOOL,"421 CAMPUS AVE, LOUDONVILLE, OH, 44842",1,1,390059711001,0.8315640481245576,0.03148936170212768,1175,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABN,LOUDONVILLE,COLONIAL MANOR NURSING HOME,"747 S MT VERNON AVE, LOUDONVILLE, OH, 44842",1,1,390059711004,1.2640086206896552,0.02387041773231035,1173,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABO,"LOUDONVILLE,",LOUDONVILLE PUBLIC LIBRARY,"122 E MAIN ST, LOUDONVILLE,, OH, 44842",1,0,390059711002,0.6255020080321285,0.0256821829855538,623,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABP,LOUDONVILLE,LOUDONVILLE FIRE STATION,"200 N MARKET ST, LOUDONVILLE, OH, 44842",1,1,390059711002,0.6255020080321285,0.0256821829855538,623,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABS,WEST SALEM,CINNAMON LAKE OFFICE,"1443 LAUREL DR, WEST SALEM, OH, 44287",1,1,390059701002,1.0879120879120878,0.00713012477718355,1683,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABT,POLK,POLK COMMUNITY CENTER,"200 E CONGRESS ST, POLK, OH, 44866",1,1,390059701003,0.7043174880069778,0.00185758513931888,1615,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABV,LOUDONVILLE,LAKE TOWNSHIP HOUSE,"2499 CR 175, LOUDONVILLE, OH, 44842",1,0,390059711002,0.6255020080321285,0.0256821829855538,623,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ABY,ASHLAND,ASHLAND CHURCH OF CHRIST,"1185 CR 1356, ASHLAND, OH, 44805",1,0,390059706002,0.9164208456243854,0.04613733905579398,932,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACB,JEROMESVILLE,JEROMESVILLE FIRE DEPT,"20 W NORTH, JEROMESVILLE, OH, 44840",1,0,390059709002,0.7903481012658228,0.00400400400400402,999,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACC,JEROMESVILLE,MOHICAN TOWNSHIP HOUSE,"2008 SR 89, JEROMESVILLE, OH, 44840",1,0,390059709003,0.9430051813471503,0.01726844583987441,1274,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACI,ASHLAND,TRINITY BAPTIST CHURCH,"891 SR 511, ASHLAND, OH, 44805",1,0,390059702003,0.9415501905972046,0.01754385964912286,1482,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACL,ASHLAND,TRINITY UNITED METHODIST,"1301 SR 89, ASHLAND, OH, 44805",1,0,390059709001,1.0158247108947047,0.04014379868184536,1669,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACN,NOVA,NOVA UNITED METHODIST CHURCH,"257 SR 511, NOVA, OH, 44859",1,0,390059702001,1.0797101449275361,0.07583892617449661,1490,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACO,SULLIVAN,SULLIVAN FIRE STATION,"500 US 224, SULLIVAN, OH, 44880",1,1,390059701001,1.026083112290009,0.07712193020249891,2321,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACS,HAYESVILLE,HAYESVILLE U.N. METH. CHURCH,"44 S MECHANIC ST, HAYESVILLE, OH, 44838",1,0,390059710001,0.8468233246301131,0.02980472764645425,973,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACT,ASHLAND,STONE LUTHERAN CHURCH,"940 CR 1754, ASHLAND, OH, 44805",1,0,390059707004,0.9326424870466321,0.11296296296296292,1080,2205,Ashland County
OH,2012-11-06,county,ASHLAND,03-P-ACV,ASHLAND,MIFFLIN FIRE STATION,"STATE ROUTE 603, ASHLAND, OH, 44805",1,0,390059706004,1.0096096096096097,0.04937537180249851,1681,2205,Ashland County
OH,2012-11-06,county,ASHTABULA,04AAA,ASHTABULA,ELKS CLUB,"3115 LAKE RD W, ASHTABULA, OH, 44004",1,0,390070006021,0.8072590738423029,0.00465116279069766,645,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAC,ASHTABULA,ZION LUTHERAN CHURCH,"2310 W 9TH ST, ASHTABULA, OH, 44004",1,0,390070006023,0.9958762886597938,0.04554865424430643,966,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAH,ASHTABULA,BETHANY LUTHERAN CHURCH,"933 MICHIGAN AVENUE, ASHTABULA, OH, 44004",1,1,390070006013,0.769700332963374,0.3366979091564528,1387,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAI,ASHTABULA,MT.CARMEL BANQUET CENTER,"1200 E 21ST ST, ASHTABULA, OH, 44004",1,1,390070004002,1.200707338638373,0.05375552282768781,1358,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAN,ASHTABULA,LAKEVIEW TOWERS,"3703 LAKE AVE, ASHTABULA, OH, 44004",1,1,390070007014,1.021978021978022,0.28091397849462363,744,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAP,ASHTABULA,PEOPLES BAPTIST CHURCH,"3837 WEST AV, ASHTABULA, OH, 44004",1,0,390070007012,0.39056224899598396,0.6426735218508998,389,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAS,ASHTABULA,MESSIAH LUTHERAN CHURCH,"615 WEST PROSPECT RD, ASHTABULA, OH, 44004",1,0,390070007013,0.8258064516129032,0.32421875,512,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAT,ASHTABULA,EAST SIDE PRESBYTERIAN CHURCH,"3440 EDGEWOOD DR, ASHTABULA, OH, 44004",1,0,390070005003,1.4820143884892085,0.09101941747572816,824,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04AAW,ASHTABULA,TRINITY PRESBYTERIAN CHURCH,"1342 W PROSPECT RD, ASHTABULA, OH, 44004",1,0,390070007032,0.7854251012145749,0.30670103092783507,776,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABB,CONNEAUT,CONNEAUT HUMAN RESOURCES CENTR,"327 MILL ST, CONNEAUT, OH, 44030",1,0,390070001033,1.3075506445672191,0.02957746478873235,710,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABE,CONNEAUT,ST MARY S CHURCH HALL,"495 MADISON ST, CONNEAUT, OH, 44030",1,1,390070001033,1.3075506445672191,0.02957746478873235,710,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABF,CONNEAUT,AMBOY FIRE HALL #4,"359 N AMBOY RD, CONNEAUT, OH, 44030",1,1,390070002001,0.9161451814768461,0.14754098360655743,732,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABK,CONNEAUT,GOOD SHEPHARD LUTHERAN CHURCH,"876 GROVE ST, CONNEAUT, OH, 44030",1,0,390070001022,0.8100607111882047,0.05674518201284795,934,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABN,CONNEAUT,CONNEAUT COMMUNITY CENTER,"1025 BUFFALO ST, CONNEAUT, OH, 44030",1,0,390070001025,0.8584710743801653,0.02647412755716005,831,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABR,GENEVA,GENEVA CITY HALL,"81 E MAIN ST, GENEVA, OH, 44041",1,0,390070008023,0.7827225130890052,0.14046822742474918,299,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABS,GENEVA,GENEVA COMMUNITY CENTER,"72 W MAIN ST, GENEVA, OH, 44041",1,0,390070009003,1.024390243902439,0.0731292517006803,588,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABX,GENEVA,GENEVA PUBLIC LIBRARY,"860 SHERMAN ST, GENEVA, OH, 44041",1,0,390070008025,1.0895424836601306,0.07618476304739052,1667,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ABZ,ANDOVER,FIRST UNITED METHODIST CHURCH,"181 SOUTH MAIN STREET, ANDOVER, OH, 44003",1,0,390070013013,0.5966690803765388,0.0060679611650485896,824,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACG,ASHTABULA,ODOT FACILITY,"492 SEVEN HILLS RD, ASHTABULA, OH, 44004",1,0,390070007044,0.7717569786535303,0.08085106382978724,940,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACJ,ASHTABULA,PENT. CHURCH OF GOD,"2201 COOK RD, ASHTABULA, OH, 44004",1,0,390070003001,0.9759036144578314,0.12440645773979107,1053,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACO,AUSTINBURG,BUD FIELD STUDENT CENTER,"3042 COLLEGE ST., AUSTINBURG, OH, 44010",1,0,390070010023,0.8486082824168364,0.0448,1250,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACQ,DORSET,CHERRY VALLEY TOWNSHIP HALL,"RT 193 & US 6, DORSET, OH, 44032",1,0,390070013023,1.5718617343844754,0.0825617283950617,2592,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACR,ORWELL,COLEBROOK COMMUNITY CENTER,"682 RT 322, ORWELL, OH, 44076",1,0,390070014003,1.3602378929481733,0.09056839475327916,1601,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACS,JEFFERSON,DENMARK TOWNSHIP HALL,"2734 RT 193, JEFFERSON, OH, 44047",1,0,390070013023,1.5718617343844754,0.0825617283950617,2592,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACT,DORSET,DORSET COMMUNITY CENTER,"2681 RT 193, DORSET, OH, 44032",1,0,390070013023,1.5718617343844754,0.0825617283950617,2592,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACW,GENEVA,GENEVA TOWNSHIP HALL,"256 NORTH CEDAR ST, GENEVA, OH, 44041",1,0,390070008023,0.7827225130890052,0.14046822742474918,299,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ACY,GENEVA,VILLAGE HALL,"4929 S WARNER DR, GENEVA, OH, 44041",1,0,390070008011,1.038709677419355,0.09671694764862472,1127,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADA,GENEVA,HARPERSFIELD COMMUNITY CENTER,"5636 CORK COLD SPRINGS RD, GENEVA, OH, 44041",1,0,390070010022,1.2057142857142857,0.07014218009478668,1055,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADD,ROME,HARTSGROVE TOWNSHIP HALL,"US 6 & RT 534, ROME, OH, 44085",1,0,390070014001,1.0139275766016713,0.01978021978021982,1820,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADF,JEFFERSON,JEFF. UNITED METHODIST CHURCH,"125 E JEFFERSON ST, JEFFERSON, OH, 44047",1,0,390070011021,0.853822083147072,0.01780104712041885,1910,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADI,JEFFERSON,JEFF VILL RECREATIONAL CENTER,"11 E JEFFERSON ST, JEFFERSON, OH, 44047",1,0,390070011022,0.7493087557603687,0.04551045510455109,813,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADM,KINGSVILLE,FIRST BAPTIST CHURCH,"6003 STATE ROUTE 193, KINGSVILLE, OH, 44048",1,0,390070002002,0.9318568994889267,0.05941499085923218,1094,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADO,JEFFERSON,LENOX COMMUNITY HALL,"2509 LENOX NEW LYME RD, JEFFERSON, OH, 44047",1,0,390070011012,1.1985294117647058,0,978,3423,Ashtabula County
OH,2012-11-06,county,ASHTABULA,04ADQ,CONNEAUT,MONROE FIRE HALL,"4095 CENTER RD, CONNEAUT, OH, 44030",1,0,390070012004,0.5531370038412292,0.02662037037037035,864,3423,Ashtabula County
